"first","last","seasons","games","AB","runs","hits","doubles","triples","HR","RBI","BB","SO","BA","OBP","SP","AP","BR","ABRuns","Runs.Created","SB","CS","Stolen.Base.Runs","Fielding.Average","Fielding.Runs","Primary.Position.Played","Total.Player.Rating","Hall.Fame.Membership"
"JIM","SUNDBERG",16,1962,6021,621,1493,243,36,95,624,699,714,0.248,0.328,0.348,89,-86,-78,698,108,74,9,0.993,97,"C",7.9,"not a member"
"GARY","SUTHERLAND",13,1031,3104,308,754,109,10,24,239,207,198,0.243,0.292,0.308,69,-125,-130,267,15,59,4,0.971,-38,"2",-13.1,"not a member"
"EZRA","SUTTON",13,1031,4281,739,1231,190,73,21,518,164,150,0.288,0.315,0.381,119,86,88,550,255,NA,NA,0.871,-30,"3",6.8,"not a member"
"BOB","SWIFT",14,1001,2750,212,635,86,3,14,238,324,209,0.231,0.313,0.28,61,-135,-144,256,4,99,2,0.985,-5,"C",-9.4,"not a member"
"PAT","TABLER",12,1202,3911,454,1101,190,25,47,512,375,495,0.282,0.348,0.379,99,7,2,511,64,54,28,0.988,-14,"1",-5.8,"not a member"
"LEE","TANNEHILL",10,1090,3778,331,833,135,27,3,346,229,NA,0.22,0.269,0.273,70,-143,-128,310,298,NA,NA,0.938,166,"3",7.9,"not a member"
"BENNIE","TATE",10,566,1560,144,435,68,16,4,173,118,458,0.279,0.33,0.351,78,-54,-48,182,268,41,NA,0.974,-14,"C",-3.6,"not a member"
"FRANK","TAVERAS",11,1150,4043,503,1029,144,44,2,214,249,433,0.255,0.302,0.313,71,-159,-158,395,185,10,49,0.953,-176,"S",-19.7,"not a member"
"TONY","TAYLOR",19,2195,7680,1005,2007,298,86,75,598,613,34,0.261,0.322,0.352,88,-128,-122,876,138,15,59,0.976,-41,"2",-4.6,"not a member"
"ZACK","TAYLOR",16,918,2865,258,748,113,28,9,311,161,174,0.261,0.304,0.329,68,-143,-130,289,335,110,NA,0.977,1,"C",-7.8,"not a member"
"HAWK","TAYLOR",11,394,724,56,158,25,0,16,82,36,111,0.218,0.259,0.319,62,-39,-37,57,2,65,13,0.984,-1,"C",-4.1,"not a member"
"BIRDIE","TEBBETTS",14,1162,3704,357,1000,169,22,38,469,389,236,0.27,0.341,0.358,81,-73,-106,461,178,58,26,0.978,19,"C",-2.6,"not a member"
"PATSY","TEBEAU",13,1167,4618,671,1291,196,57,27,735,319,180,0.28,0.332,0.364,87,-76,-93,638,69,NA,NA,0.984,29,"1",-3.7,"not a member"
"JOHNNY","TEMPLE",13,1420,5218,720,1484,208,36,22,395,648,308,0.284,0.365,0.351,91,-30,-45,725,45,86,38,0.974,-183,"2",-11,"not a member"
"GARRY","TEMPLETON",16,2079,7721,893,2096,329,106,70,728,375,37,0.271,0.306,0.369,87,-156,-147,829,144,29,26,0.961,6,"S",4.3,"not a member"
"GENE","TENACE",15,1555,4390,653,1060,179,20,201,674,984,723,0.241,0.391,0.429,137,219,249,805,218,80,7,0.986,-92,"C",14,"not a member"
"FRED","TENNEY",17,1994,7595,1278,2231,270,77,22,688,874,394,0.294,0.371,0.358,109,152,112,1184,175,NA,NA,0.983,124,"1",21.4,"not a member"
"BILL","TERRY",14,1721,6428,1120,2193,373,112,154,1078,537,409,0.341,0.393,0.506,137,318,332,1275,284,99,NA,0.992,67,"1",24.4,"Select by writers"
"TOMMY","THEVENOW",15,1229,4164,380,1030,124,32,2,456,210,201,0.247,0.285,0.294,52,-284,-297,346,135,65,NA,0.95,9,"S",-18.4,"not a member"
"PINCH","THOMAS",10,481,1035,88,245,27,8,2,102,118,654,0.237,0.318,0.284,78,-25,-26,104,24,53,NA,0.973,-5,"C",-0.4,"not a member"
"DERREL","THOMAS",15,1597,4677,585,1163,154,54,43,370,456,520,0.249,0.319,0.332,83,-114,-99,509,45,134,6,0.97,-43,"2",-11.2,"not a member"
"FRANK","THOMAS",16,1766,6285,792,1671,262,31,286,962,484,686,0.266,0.323,0.454,108,40,50,886,54,57,30,0.978,-52,"O",-7.8,"not a member"
"GEORGE","THOMAS",13,685,1688,203,430,71,9,46,202,138,314,0.255,0.318,0.389,92,-12,-19,213,33,23,22,0.976,-39,"O",-8.5,"not a member"
"IRA","THOMAS",10,484,1352,124,327,46,17,3,155,82,644,0.242,0.295,0.308,81,-29,-31,130,108,NA,NA,0.97,27,"C",3.5,"not a member"
"GORMAN","THOMAS",13,1435,4677,681,1051,212,13,268,782,697,89,0.225,0.328,0.448,114,75,84,706,269,87,7,0.984,1,"O",2.9,"not a member"
"ROY","THOMAS",13,1470,5296,1011,1537,100,53,7,299,1042,40,0.29,0.413,0.333,124,228,237,880,145,NA,NA,0.972,71,"O",22.6,"not a member"
"JASON","THOMPSON",11,1418,4802,640,1253,204,12,208,782,816,672,0.261,0.369,0.438,121,172,158,809,323,110,13,0.992,-29,"1",4.9,"not a member"
"SAM","THOMPSON",15,1407,5984,1256,1979,340,160,127,1299,450,205,0.331,0.384,0.505,148,376,362,1297,134,NA,NA,0.935,53,"O",30,"selected by members"
"BOBBY","THOMSON",15,1779,6305,903,1705,267,74,264,1026,559,646,0.27,0.333,0.462,111,73,79,958,226,54,NA,0.98,20,"O",1.9,"not a member"
"ANDY","THORNTON",14,1565,5291,792,1342,244,22,253,895,876,668,0.254,0.364,0.452,123,184,179,900,264,74,29,0.992,14,"D",14.1,"not a member"
"MIKE","TIERNAN",13,1476,5906,1313,1834,256,162,106,851,747,291,0.311,0.392,0.463,140,305,324,1278,248,NA,NA,0.924,-92,"O",13.8,"not a member"
"JOE","TINKER",15,1804,6434,774,1687,263,114,31,782,416,116,0.262,0.308,0.353,95,-46,-51,830,205,NA,NA,0.938,204,"S",24.3,"selected by members"
"JOHN","TITUS",11,1402,4960,738,1401,253,72,38,561,620,53,0.282,0.372,0.385,127,181,180,783,45,NA,NA,0.959,7,"O",12.7,"not a member"
"JACK","TOBIN",13,1619,6174,936,1906,294,99,64,581,508,242,0.309,0.364,0.42,108,92,66,973,51,102,NA,0.957,-16,"O",-6.1,"not a member"
"AL","TODD",11,863,2785,286,768,119,29,35,366,104,219,0.276,0.307,0.377,82,-62,-75,312,86,NA,NA,0.977,1,"C",-3.3,"not a member"
"BOBBY","TOLAN",13,1282,4238,572,1121,173,34,86,497,258,515,0.265,0.317,0.382,96,-37,-30,511,101,5,13,0.976,3,"O",-8.9,"not a member"
"WAYNE","TOLLESON",10,863,2322,301,559,60,17,9,133,219,352,0.241,0.308,0.293,66,-105,-105,228,13,79,73,0.974,7,"S",-5.2,"not a member"
"JEFF","TORBORG",10,574,1391,78,297,42,3,8,101,103,170,0.214,0.27,0.265,56,-87,-75,97,183,99,22,0.99,79,"C",2.2,"not a member"
"EARL","TORGESON",15,1668,4969,848,1318,215,46,149,740,980,557,0.265,0.387,0.417,118,139,157,870,37,76,NA,0.989,-39,"1",6.2,"not a member"
"JOE","TORRE",18,2209,7874,996,2342,344,59,252,1185,779,38,0.297,0.367,0.452,129,298,302,1258,135,64,4,0.99,-93,"C",20.1,"not a member"
"CESAR","TOVAR",12,1488,5569,834,1546,253,55,46,435,413,376,0.278,0.337,0.368,99,19,1,717,131,12,52,0.98,-18,"O",-4.5,"not a member"
"CECIL","TRAVIS",12,1328,4914,665,1544,265,78,27,657,402,266,0.314,0.37,0.416,109,26,63,772,135,69,5,0.955,0,"S",10.2,"not a member"
"PIE","TRAYNOR",17,1941,7559,1183,2416,371,164,58,1273,472,252,0.32,0.362,0.435,107,96,71,1174,62,84,NA,0.947,34,"3",20.9,"Select by writers"
"MIKE","TRESH",12,1027,3169,326,788,75,14,2,297,402,238,0.249,0.335,0.283,71,-115,-112,322,97,56,28,0.983,22,"C",-3.3,"not a member"
"ALEX","TREVINO",13,939,2430,245,604,117,10,23,244,205,290,0.249,0.312,0.333,81,-65,-61,247,97,14,2,0.979,17,"C",-1.6,"not a member"
"GUS","TRIANDOS",13,1206,3907,389,954,147,6,167,608,440,548,0.244,0.324,0.413,103,-10,9,514,3,2,32,0.987,-2,"C",4.2,"not a member"
"MANNY","TRILLO",17,1780,5950,598,1562,239,33,61,571,452,613,0.263,0.318,0.345,80,-126,-159,641,284,96,10,0.981,129,"2",3.6,"not a member"
"HAL","TROSKY",11,1347,5161,835,1561,331,58,228,1012,545,404,0.302,0.371,0.522,130,202,208,1018,172,58,26,0.993,-12,"1",5.5,"not a member"
"TOMMY","TUCKER",13,1687,6479,1084,1882,240,85,42,848,479,202,0.29,0.364,0.373,103,74,33,1053,214,NA,NA,0.978,-8,"1",-2.2,"not a member"
"JERRY","TURNER",10,733,1742,222,448,73,9,45,238,159,221,0.257,0.322,0.387,101,-14,-1,220,255,59,2,0.959,-25,"O",-4.2,"not a member"
"TERRY","TURNER",17,1659,5921,699,1499,207,77,8,528,435,129,0.253,0.308,0.318,89,-69,-84,681,156,59,NA,0.952,37,"S",-1.9,"not a member"
"BILL","TUTTLE",11,1270,4268,578,1105,149,47,67,443,480,382,0.259,0.336,0.363,88,-61,-66,509,226,82,8,0.983,29,"O",-10.8,"not a member"
"MIKE","TYSON",10,1017,2959,281,714,118,28,27,269,175,377,0.241,0.287,0.327,69,-124,-127,268,135,48,25,0.973,36,"2",-2,"not a member"
"DEL","UNSER",15,1799,5215,617,1344,179,42,87,481,481,575,0.258,0.321,0.358,93,-56,-46,616,299,100,10,0.984,49,"O",-8.5,"not a member"
"WILLIE","UPSHAW",10,1264,4203,596,1103,199,45,123,528,452,552,0.262,0.337,0.419,102,37,14,605,332,98,30,0.99,11,"1",-5.8,"not a member"
"MIKE","VAIL",10,665,1604,146,447,71,11,34,219,81,290,0.279,0.315,0.4,95,-11,-15,192,183,44,30,0.968,-10,"O",-5.3,"not a member"
"ELLIS","VALENTINE",10,894,3166,380,881,169,15,123,474,180,422,0.278,0.319,0.458,113,39,42,437,291,74,26,0.972,-3,"O",0.3,"not a member"
"BOBBY","VALENTINE",10,639,1698,176,441,59,9,12,157,140,90,0.26,0.319,0.326,86,-39,-29,177,167,54,25,0.957,-24,"S",-4.5,"not a member"
"ELMER","VALO",20,1806,5029,768,1420,228,73,58,601,942,258,0.282,0.399,0.391,114,147,143,864,16,120,7,0.977,2,"O",6.2,"not a member"
"GEORGE","VanHALTREN",17,1984,8021,1639,2532,285,161,69,1014,868,278,0.316,0.385,0.417,123,257,259,1566,289,NA,NA,0.915,-6,"O",12,"not a member"
"ARKY","VAUGHAN",14,1817,6622,1173,2103,356,128,96,926,937,250,0.318,0.406,0.453,136,361,356,1323,23,NA,NA,0.951,-59,"S",39.7,"selected by members"
"FARMER","VAUGHN",13,915,3454,474,946,147,53,21,525,151,78,0.274,0.307,0.365,82,-82,-104,435,339,NA,NA,0.926,-1,"C",-5.2,"not a member"
"BOBBY","VEACH",14,1821,6656,953,2063,393,147,64,1166,571,338,0.31,0.37,0.442,127,221,225,1120,103,126,NA,0.964,38,"O",14.8,"not a member"
"OTTO","VELEZ",11,637,1802,244,452,87,11,78,272,336,380,0.251,0.372,0.441,122,69,63,311,293,4,25,0.973,-4,"O",4.2,"not a member"
"MAX","VENABLE",12,727,1397,176,337,57,17,18,128,120,197,0.241,0.304,0.345,81,-38,-36,157,299,48,73,0.982,-35,"O",-7.6,"not a member"
"MICKEY","VERNON",20,2409,8731,1196,2495,490,120,172,1311,955,677,0.286,0.359,0.428,116,155,183,1387,41,132,6,0.99,-32,"1",3.6,"not a member"
"ZOILO","VERSALLES",12,1400,5141,650,1246,230,63,95,471,318,649,0.242,0.292,0.367,82,-116,-135,552,345,86,32,0.956,-20,"S",-5.2,"not a member"
"TOM","VERYZER",12,996,2848,250,687,84,12,14,231,143,302,0.241,0.285,0.294,61,-144,-152,235,335,58,4,0.966,-14,"S",-8.3,"not a member"
"BILL","VIRDON",12,1583,5980,735,1596,237,81,91,502,442,556,0.267,0.318,0.379,89,-100,-95,721,262,93,11,0.982,41,"O",-15.6,"not a member"
"OZZIE","VIRGIL.JR.",11,739,2258,258,549,84,6,98,307,248,414,0.243,0.326,0.416,101,11,1,296,238,88,13,0.987,-8,"C",2.9,"not a member"
"OSSIE","VITT",10,1065,3760,560,894,106,48,4,295,455,82,0.238,0.322,0.295,80,-93,-90,412,19,69,NA,0.96,40,"3",-2.7,"not a member"
"CLYDE","VOLLMER",10,685,2021,283,508,77,10,69,339,243,301,0.251,0.335,0.402,95,-11,-17,278,308,99,NA,0.984,-3,"O",-4.4,"not a member"
"JOE","VOSMIK",13,1414,5472,818,1682,335,92,65,874,514,247,0.307,0.369,0.438,104,58,30,895,135,59,NA,0.979,34,"O",-0.7,"not a member"
"JOHN","VUKOVICH",10,277,559,37,90,14,1,6,44,29,35,0.161,0.205,0.222,20,-59,-59,25,238,88,13,0.951,18,"3",-4.5,"not a member"
"HEINIE","WAGNER",12,983,3333,402,834,128,47,10,343,310,544,0.25,0.319,0.326,95,-12,-19,396,48,77,NA,0.928,11,"S",3.7,"not a member"
"HAL","WAGNER",12,672,1849,179,458,90,12,15,228,253,122,0.248,0.343,0.334,87,-24,-27,235,4,99,NA,0.981,-21,"C",-1.1,"not a member"
"HONUS","WAGNER",21,2792,10430,1736,3415,640,252,101,1732,963,300,0.327,0.39,0.466,150,661,644,2231,312,40,NA,0.94,101,"S",82.6,"Select by writers"
"LEON","WAGNER",12,1352,4426,636,1202,150,15,211,669,435,558,0.272,0.343,0.455,121,118,117,703,278,59,44,0.964,-44,"O",1.6,"not a member"
"EDDIE","WAITKUS",11,1140,4254,528,1214,215,44,24,373,372,184,0.285,0.344,0.374,96,-35,-20,560,172,121,NA,0.993,10,"1",-5.1,"not a member"
"RUBE","WALKER",11,608,1585,114,360,69,3,35,192,150,192,0.227,0.296,0.341,68,-70,-74,158,183,3,NA,0.982,-15,"C",-6.9,"not a member"
"TILLY","WALKER",13,1421,5067,696,1423,244,71,118,679,416,452,0.281,0.339,0.427,115,79,80,762,32,87,NA,0.949,41,"O",3.5,"not a member"
"CHICO","WALKER",10,411,1004,132,251,30,6,12,97,95,162,0.25,0.315,0.328,77,-27,-31,113,294,51,70,0.97,-45,"O",-7.4,"not a member"
"DIXIE","WALKER",18,1905,6740,1037,2064,376,96,105,1023,817,298,0.306,0.383,0.437,121,220,204,1171,291,4,NA,0.906,-16,"O",11,"not a member"
"GEE","WALKER",15,1784,6771,954,1991,399,76,124,997,330,525,0.294,0.331,0.43,99,-33,-30,959,128,111,NA,0.961,-7,"O",-10.2,"not a member"
"HARRY","WALKER",11,807,2651,385,786,126,37,10,214,245,151,0.296,0.358,0.383,103,17,13,386,246,2,NA,0.968,10,"O",-1.5,"not a member"
"CURT","WALKER",12,1359,4858,718,1475,235,117,64,688,535,229,0.304,0.374,0.44,110,79,76,805,344,75,NA,0.963,2,"O",-1.9,"not a member"
"BOBBY","WALLACE",25,2383,8618,1057,2309,391,143,34,1121,774,639,0.268,0.331,0.358,106,35,55,1139,110,53,NA,0.938,212,"S",36.8,"selected by members"
"DENNY","WALLING",18,1271,2945,372,799,142,30,49,380,308,289,0.271,0.341,0.39,107,12,28,405,252,48,44,0.947,-11,"3",-0.6,"not a member"
"LEE","WALLS",10,902,2558,331,670,88,31,66,284,245,429,0.262,0.33,0.398,96,-19,-14,338,118,48,26,0.977,-13,"O",-6.5,"not a member"
"ROXY","WALTERS",11,498,1426,119,317,41,6,0,116,97,120,0.222,0.281,0.259,51,-96,-94,113,33,88,NA,0.975,71,"C",0.4,"not a member"
"BILL","WAMBSGANSS",13,1491,5237,710,1359,215,59,7,520,490,328,0.259,0.328,0.327,78,-139,-159,608,46,116,NA,0.958,8,"2",-12.2,"not a member"
"LLOYD","WANER",18,1993,7772,1201,2459,281,118,27,598,420,148,0.316,0.353,0.393,99,1,-12,1092,304,NA,NA,0.983,76,"O",-3.2,"selected by members"
"PAUL","WANER",20,2549,9459,1627,3152,605,191,113,1309,1091,345,0.333,0.404,0.473,133,491,474,1853,9,2,NA,0.975,40,"O",37,"Select by writers"
"AARON","WARD",12,1059,3611,457,966,158,54,50,446,339,417,0.268,0.335,0.383,85,-77,-82,472,223,75,NA,0.97,36,"2",-3.2,"not a member"
"GARY","WARD",12,1287,4479,594,1236,196,41,130,597,351,631,0.276,0.33,0.425,104,33,22,602,327,66,70,0.984,55,"O",4.8,"not a member"
"JOHN","WARD",17,1825,7647,1408,2105,231,96,26,867,420,299,0.275,0.314,0.341,94,-59,-54,1044,279,NA,NA,0.885,132,"S",8.6,"selected by members"
"JOHN","WARNER",14,1073,3494,348,870,81,35,6,303,181,303,0.249,0.301,0.297,73,-126,-116,355,327,NA,NA,0.966,77,"C",5.6,"not a member"
"RABBIT","WARSTLER",11,1205,4088,431,935,133,36,11,332,405,380,0.229,0.3,0.287,59,-256,-229,372,246,57,NA,0.942,49,"S",-10.1,"not a member"
"JIMMY","WASDELL",11,888,2866,339,782,109,34,29,341,243,138,0.273,0.332,0.365,96,-23,-18,355,178,77,NA,0.966,-45,"O",-10.6,"not a member"
"CLAUDEL","WASHINGTON",17,1912,6787,926,1884,334,69,164,824,468,75,0.278,0.328,0.42,106,50,42,914,190,33,38,0.973,-55,"O",-6,"not a member"
"RON","WASHINGTON",10,564,1586,190,414,65,22,20,146,65,241,0.261,0.294,0.368,79,-43,-50,165,172,48,13,0.958,-88,"S",-11,"not a member"
"U.L.","WASHINGTON",11,907,2797,358,703,103,36,27,255,261,374,0.251,0.315,0.343,82,-67,-67,320,36,92,73,0.956,-95,"S",-8.3,"not a member"
"JOHN","WATHAN",10,860,2505,305,656,90,25,21,261,199,240,0.262,0.32,0.343,83,-55,-57,271,10,73,34,0.982,-31,"C",-6.7,"not a member"
"BOB","WATSON",19,1832,6185,802,1826,307,41,184,989,653,642,0.295,0.367,0.447,130,213,239,1001,167,63,30,0.991,-46,"1",9.4,"not a member"
"ROY","WEATHERLY",10,811,2781,415,794,152,44,43,290,180,145,0.286,0.331,0.418,99,-25,-15,382,246,87,NA,0.975,-10,"O",-7.1,"not a member"
"SKEETER","WEBB",12,699,2274,216,498,73,15,3,166,132,194,0.219,0.263,0.268,46,-167,-169,163,202,61,NA,0.946,32,"S",-10,"not a member"
"AL","WEIS",10,800,1578,195,346,45,11,7,115,117,273,0.219,0.279,0.275,59,-86,-83,132,281,57,52,0.975,121,"2",8,"not a member"
"CURT","WELCH",10,1107,4385,915,1152,215,66,16,186,381,703,0.263,0.345,0.353,110,79,61,712,256,NA,NA,0.933,107,"O",12.1,"not a member"
"BILLY","WERBER",11,1295,5024,875,1363,271,50,78,539,701,335,0.271,0.364,0.392,97,5,-9,765,121,108,NA,0.944,49,"3",7.8,"not a member"
"VIC","WERTZ",17,1862,6099,867,1692,289,42,266,1178,828,663,0.277,0.366,0.469,121,195,180,1079,335,51,30,0.973,12,"O",9.8,"not a member"
"SAM","WEST",16,1753,6148,934,1838,347,101,75,838,696,482,0.299,0.371,0.425,103,44,37,991,276,95,11,0.983,93,"O",2.7,"not a member"
"WALLY","WESTLAKE",10,958,3117,474,848,107,33,127,539,317,414,0.272,0.346,0.45,111,49,42,480,97,110,NA,0.983,1,"O",0.4,"not a member"
"WES","WESTRUM",11,919,2322,302,503,59,8,96,315,489,462,0.217,0.357,0.373,95,-4,-6,342,4,88,NA,0.985,64,"C",9.2,"not a member"
"ZACK","WHEAT",19,2410,9106,1289,2884,476,172,132,1248,650,495,0.317,0.367,0.45,129,334,335,1539,114,87,NA,0.966,50,"O",24.7,"selected by members"
"FRANK","WHITE",18,2324,7859,912,2006,407,58,160,886,412,22,0.255,0.295,0.383,85,-164,-176,866,84,125,59,0.984,48,"2",-0.5,"not a member"
"DEACON","WHITE",15,1299,5335,849,1619,217,73,18,756,292,194,0.303,0.344,0.382,123,147,146,738,258,NA,NA,0.853,-33,"3",11.5,"not a member"
"JERRY","WHITE",11,646,1196,155,303,50,9,21,109,148,150,0.253,0.339,0.363,94,-4,-8,158,286,63,32,0.974,-2,"O",-2.3,"not a member"
"ROY","WHITE",15,1881,6650,964,1803,300,51,160,758,934,594,0.271,0.363,0.404,122,180,206,1020,137,21,1,0.988,71,"O",20.8,"not a member"
"SAMMY","WHITE",11,1043,3502,324,916,167,20,66,421,218,349,0.262,0.307,0.377,79,-82,-114,379,44,40,26,0.984,30,"C",-4.5,"not a member"
"BILL","WHITE",13,1673,5972,843,1706,278,65,202,870,596,702,0.286,0.353,0.455,115,177,132,968,8,108,3,0.992,8,"1",3.4,"not a member"
"TERRY","WHITFIELD",10,730,1913,233,537,93,12,33,179,138,262,0.281,0.332,0.394,103,-2,6,241,86,59,30,0.976,-24,"O",-4.9,"not a member"
"PINKY","WHITNEY",12,1539,5765,696,1701,303,56,93,927,400,402,0.295,0.343,0.415,96,-9,-36,815,255,NA,NA,0.961,63,"3",8.8,"not a member"
"ART","WHITNEY",11,978,3681,475,820,89,32,6,266,302,148,0.223,0.285,0.269,66,-140,-152,312,304,NA,NA,0.888,-7,"3",-11.5,"not a member"
"ERNIE","WHITT",15,1328,3774,447,938,176,15,134,534,436,445,0.249,0.327,0.41,98,6,-9,501,126,61,30,0.991,36,"C",7.7,"not a member"
"POSSUM","WHITTED",11,1025,3630,440,978,145,60,23,451,215,283,0.269,0.313,0.361,95,-16,-26,433,21,92,NA,0.975,44,"O",-2.1,"not a member"
"ROB","WILFONG",11,959,2690,318,668,97,23,39,261,205,354,0.248,0.305,0.345,77,-79,-87,297,278,70,25,0.982,80,"2",2.8,"not a member"
"BILLY","WILLIAMS",18,2488,9350,1410,2711,434,88,426,1475,1045,24,0.29,0.364,0.492,131,463,401,1671,336,87,13,0.973,-25,"O",27.1,"Select by writers"
"CY","WILLIAMS",19,2002,6780,1024,1981,306,74,251,1005,690,603,0.292,0.365,0.47,123,278,218,1177,20,124,NA,0.973,15,"O",9.5,"not a member"
"JIMMY","WILLIAMS",11,1456,5481,781,1507,242,138,49,796,474,NA,0.275,0.336,0.396,114,123,96,830,56,NA,NA,0.955,61,"2",16.5,"not a member"
"KEN","WILLIAMS",14,1397,4862,860,1552,285,77,196,913,566,261,0.319,0.393,0.53,136,278,253,1016,59,9,NA,0.958,48,"O",18.3,"not a member"
"DICK","WILLIAMS",13,1023,2959,358,768,157,12,70,331,227,358,0.26,0.315,0.392,92,-44,-38,346,24,56,30,0.989,-46,"O",-12.3,"not a member"
"TED","WILLIAMS",19,2292,7706,1798,2654,525,71,521,1839,2019,595,0.344,0.483,0.634,186,1166,1093,2538,142,44,22,0.974,-34,"O",92.4,"Select by writers"
"WALT","WILLIAMS",10,842,2373,284,640,106,11,33,173,126,190,0.27,0.311,0.365,91,-28,-32,270,207,51,2,0.981,-5,"O",-7.1,"not a member"
"NED","WILLIAMSON",13,1201,4553,809,1159,228,85,64,667,506,476,0.255,0.332,0.384,113,123,69,630,332,NA,NA,0.866,29,"3",11.4,"not a member"
"MAURY","WILLS",14,1942,7588,1067,2134,177,71,20,458,552,581,0.281,0.331,0.331,88,-139,-115,885,290,55,65,0.963,30,"S",11,"not a member"
"WALT","WILMOT",10,960,3981,725,1100,152,91,58,594,349,201,0.276,0.337,0.404,107,32,26,699,228,NA,NA,0.903,28,"O",1.2,"not a member"
"ART","WILSON",14,812,2056,237,536,96,22,24,226,292,263,0.261,0.357,0.364,114,40,44,302,269,2,NA,0.972,-16,"C",8,"not a member"
"JIMMIE","WILSON",18,1525,4778,580,1358,252,32,32,621,356,255,0.284,0.336,0.37,82,-92,-128,600,330,131,NA,0.977,11,"C",-3.4,"not a member"
"HACK","WILSON",12,1348,4760,884,1461,266,67,244,1062,674,599,0.307,0.395,0.545,145,305,310,1042,275,88,NA,0.965,-62,"O",15.6,"selected by members"
"RED","WILSON",10,602,1765,206,455,84,8,24,189,215,136,0.258,0.341,0.355,87,-24,-28,217,150,23,32,0.99,31,"C",2.7,"not a member"
"MOOKIE","WILSON",12,1403,5094,731,1397,227,71,67,438,282,674,0.274,0.315,0.386,96,-45,-36,634,199,139,58,0.982,19,"O",-1.5,"not a member"
"BOBBY","WINE",12,1164,3172,249,682,104,16,30,268,214,481,0.215,0.265,0.286,54,-195,-193,227,308,110,13,0.971,138,"S",3.2,"not a member"
"IVEY","WINGO",17,1327,4003,362,1039,147,81,25,455,264,259,0.26,0.307,0.355,91,-65,-55,452,331,60,NA,0.962,14,"C",3.9,"not a member"
"SAM","WISE",12,1175,4715,834,1281,221,112,49,672,389,553,0.272,0.332,0.397,116,81,98,718,112,NA,NA,0.859,-33,"S",7.7,"not a member"
"WHITEY","WITT",10,1139,4171,632,1195,144,62,18,302,489,282,0.287,0.362,0.364,97,-5,-6,574,321,79,NA,0.971,-15,"O",-6.6,"not a member"
"JOHN","WOCKENFUSS",12,795,2072,267,543,73,11,86,310,277,252,0.262,0.351,0.432,114,49,43,316,268,14,26,0.972,-27,"C",0.7,"not a member"
"JIM","WOHLFORD",15,1220,3049,349,793,125,33,21,305,241,345,0.26,0.316,0.343,85,-59,-62,325,333,108,7,0.98,-26,"O",-13.4,"not a member"
"JIMMY","WOLF",11,1198,4968,779,1440,213,109,18,207,229,596,0.29,0.327,0.387,120,100,110,715,93,NA,NA,0.918,41,"O",11.5,"not a member"
"GEORGE","WOOD",13,1280,5371,965,1467,228,132,68,601,418,487,0.273,0.329,0.403,117,125,107,773,18,NA,NA,0.895,10,"O",7.6,"not a member"
"LARRY","WOODALL",10,548,1317,161,353,52,15,1,161,159,570,0.268,0.347,0.333,77,-41,-40,164,64,77,44,0.984,-22,"C",-3.4,"not a member"
"GENE","WOODLING",17,1796,5587,830,1585,257,63,147,830,921,436,0.284,0.388,0.431,123,186,202,986,178,83,NA,0.989,-31,"O",8,"not a member"
"GLENN","WRIGHT",11,1119,4153,584,1219,203,76,94,723,209,372,0.294,0.328,0.447,99,-5,-19,594,226,30,NA,0.941,-37,"S",4.5,"not a member"
"BUTCH","WYNEGAR",13,1301,4330,498,1102,176,15,65,506,626,392,0.255,0.351,0.347,93,-17,-21,549,4,30,26,0.989,-43,"C",-2.2,"not a member"
"JIM","WYNN",15,1920,6653,1105,1665,285,39,291,964,1224,106,0.25,0.369,0.436,129,256,281,1148,130,6,70,0.981,72,"O",28.4,"not a member"
"JOHNNY","WYROSTEK",11,1221,4240,525,1149,209,45,58,481,482,401,0.271,0.349,0.383,98,-11,-6,589,202,30,NA,0.975,16,"O",-4.6,"not a member"
"CARL","YASTRZEMSKI",23,3308,11988,1816,3419,646,59,452,1844,1845,97,0.285,0.382,0.462,128,617,515,2147,73,20,12,0.981,149,"O",50.8,"Select by writers"
"JOE","YEAGER",10,574,1853,203,467,77,29,4,201,110,NA,0.252,0.309,0.331,91,-13,-20,214,223,NA,NA,0.927,8,"3",0.2,"not a member"
"STEVE","YEAGER",15,1269,3584,357,816,118,16,102,410,342,606,0.228,0.3,0.355,83,-96,-87,375,44,48,28,0.987,90,"C",4,"not a member"
"RUDY","YORK",13,1603,5891,876,1621,291,52,277,1152,792,675,0.275,0.362,0.483,121,223,175,1057,226,61,25,0.99,16,"1",11.5,"not a member"
"TOM","YORK",10,690,2733,467,741,174,57,10,303,175,165,0.271,0.317,0.387,127,81,83,347,NA,NA,NA,0.878,-8,"O",5.2,"not a member"
"EDDIE","YOST",18,2109,7346,1215,1863,337,56,139,683,1614,699,0.254,0.395,0.371,109,154,170,1225,311,106,11,0.957,-169,"3",-3.2,"not a member"
"PEP","YOUNG",10,730,2466,274,645,128,34,32,347,152,285,0.262,0.308,0.38,85,-54,-57,291,86,NA,NA,0.964,18,"2",0,"not a member"
"JOEL","YOUNGBLOOD",14,1408,3659,453,969,180,23,80,422,332,516,0.265,0.332,0.392,103,1,14,471,294,94,8,0.981,-49,"O",-7.1,"not a member"
"ROSS","YOUNGS",10,1211,4627,812,1491,236,93,42,592,550,357,0.322,0.399,0.441,131,201,210,831,58,125,NA,0.953,-4,"O",10.5,"selected by members"
